scene,split,views,selection,iterations,resolution,status,runtime_sec,train_psnr,train_l1,initial_points,model_path,run_report
db/playroom,12views_random_seed3,12,random_seed3,3000,4,success,61.532453100000566,42.97559280395508,0.0042942162603139,8997,results\method_outputs\db\playroom\3dgs_sparse\12views_random_seed3,results\method_outputs\db\playroom\3dgs_sparse\12views_random_seed3\run_report.json
db/playroom,12views_random_seed4,12,random_seed4,3000,4,success,72.64444830000139,45.137270355224615,0.0034434994217008,10068,results\method_outputs\db\playroom\3dgs_sparse\12views_random_seed4,results\method_outputs\db\playroom\3dgs_sparse\12views_random_seed4\run_report.json
db/playroom,12views_uniform,12,uniform,3000,4,success,66.91827289999947,43.98851547241211,0.0038214467465877,8873,results\method_outputs\db\playroom\3dgs_sparse\12views_uniform,results\method_outputs\db\playroom\3dgs_sparse\12views_uniform\run_report.json
db/playroom,20views_quality,20,quality,3000,4,success,72.9676515000001,36.51499404907226,0.0087031096220016,15824,results\method_outputs\db\playroom\3dgs_sparse\20views_quality,results\method_outputs\db\playroom\3dgs_sparse\20views_quality\run_report.json
db/playroom,20views_quality_diverse,20,quality_diverse,3000,4,success,66.6058552000004,36.92524795532227,0.0081655596382915,18182,results\method_outputs\db\playroom\3dgs_sparse\20views_quality_diverse,results\method_outputs\db\playroom\3dgs_sparse\20views_quality_diverse\run_report.json
db/playroom,20views_quality_image_diverse,20,quality_image_diverse,3000,4,success,77.50009259999933,37.32583465576172,0.0076462343335151,18211,results\method_outputs\db\playroom\3dgs_sparse\20views_quality_image_diverse,results\method_outputs\db\playroom\3dgs_sparse\20views_quality_image_diverse\run_report.json
db/playroom,20views_random,20,random,3000,4,success,78.09493389999989,40.10206985473633,0.0054765752516686,16327,results\method_outputs\db\playroom\3dgs_sparse\20views_random,results\method_outputs\db\playroom\3dgs_sparse\20views_random\run_report.json
db/playroom,20views_random_seed0,20,random_seed0,3000,4,success,65.64916010000161,41.04485702514648,0.0054259317461401,14707,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed0,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed0\run_report.json
db/playroom,20views_random_seed1,20,random_seed1,3000,4,success,75.00279440000304,39.59024810791016,0.0058065494988113,14461,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed1,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed1\run_report.json
db/playroom,20views_random_seed2,20,random_seed2,3000,4,success,62.066529399999126,40.63415679931641,0.0056194926612079,12910,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed2,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed2\run_report.json
db/playroom,20views_random_seed3,20,random_seed3,3000,4,success,65.76328999999532,39.7236183166504,0.0062945898622274,14782,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed3,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed3\run_report.json
db/playroom,20views_random_seed4,20,random_seed4,3000,4,success,78.26583039999969,42.7297233581543,0.0042314819060266,13018,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed4,results\method_outputs\db\playroom\3dgs_sparse\20views_random_seed4\run_report.json
db/playroom,20views_uniform,20,uniform,3000,4,success,78.81779800000004,39.5844612121582,0.0057244583964347,12740,results\method_outputs\db\playroom\3dgs_sparse\20views_uniform,results\method_outputs\db\playroom\3dgs_sparse\20views_uniform\run_report.json
tandt/train,2views_quality,2,quality,3000,4,success,52.98904259999836,50.49516296386719,0.0019862632732838,4399,results\method_outputs\tandt\train\3dgs_sparse\2views_quality,results\method_outputs\tandt\train\3dgs_sparse\2views_quality\run_report.json
tandt/train,2views_quality_diverse,2,quality_diverse,3000,4,success,58.69741449999856,47.95025100708008,0.0024593113921582,7981,results\method_outputs\tandt\train\3dgs_sparse\2views_quality_diverse,results\method_outputs\tandt\train\3dgs_sparse\2views_quality_diverse\run_report.json
tandt/train,2views_quality_image_diverse,2,quality_image_diverse,3000,4,success,25.414746900001774,50.42743072509766,0.0019495873246341,8430,results\method_outputs\tandt\train\3dgs_sparse\2views_quality_image_diverse,results\method_outputs\tandt\train\3dgs_sparse\2views_quality_image_diverse\run_report.json
tandt/train,2views_random,2,random,3000,4,success,65.27772980000009,49.70680923461914,0.0021881500957533,9266,results\method_outputs\tandt\train\3dgs_sparse\2views_random,results\method_outputs\tandt\train\3dgs_sparse\2views_random\run_report.json
tandt/train,2views_random_seed0,2,random_seed0,3000,4,success,19.671564600001147,50.46592483520508,0.0017616430064663,6793,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed0,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed0\run_report.json
tandt/train,2views_random_seed1,2,random_seed1,3000,4,success,30.367653599998448,51.679334259033205,0.0017654346767812,10554,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed1,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed1\run_report.json
tandt/train,2views_random_seed2,2,random_seed2,3000,4,success,39.902150200003234,51.94828491210938,0.0016407441580668,10936,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed2,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed2\run_report.json
tandt/train,2views_random_seed3,2,random_seed3,3000,4,success,47.42677309999999,49.696031188964845,0.0020829526474699,8585,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed3,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed3\run_report.json
tandt/train,2views_random_seed4,2,random_seed4,3000,4,success,41.88062040000659,49.13903045654297,0.0022082192357629,5994,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed4,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed4\run_report.json
tandt/train,2views_uniform,2,uniform,3000,4,success,31.22850679999829,45.102909088134766,0.0024465187452733,9305,results\method_outputs\tandt\train\3dgs_sparse\2views_uniform,results\method_outputs\tandt\train\3dgs_sparse\2views_uniform\run_report.json
tandt/train,3views_quality,3,quality,3000,4,success,55.68363030000182,47.05879974365234,0.0027031796518713,4702,results\method_outputs\tandt\train\3dgs_sparse\3views_quality,results\method_outputs\tandt\train\3dgs_sparse\3views_quality\run_report.json
tandt/train,3views_quality_diverse,3,quality_diverse,3000,4,success,80.41826560000482,45.84180450439453,0.0029257237445563,11919,results\method_outputs\tandt\train\3dgs_sparse\3views_quality_diverse,results\method_outputs\tandt\train\3dgs_sparse\3views_quality_diverse\run_report.json
tandt/train,3views_quality_image_diverse,3,quality_image_diverse,3000,4,success,38.44353140000021,48.84315490722656,0.0023672743234783,9913,results\method_outputs\tandt\train\3dgs_sparse\3views_quality_image_diverse,results\method_outputs\tandt\train\3dgs_sparse\3views_quality_image_diverse\run_report.json
tandt/train,3views_random,3,random,3000,4,success,50.795324799997616,46.25543670654297,0.0028027296066284,13356,results\method_outputs\tandt\train\3dgs_sparse\3views_random,results\method_outputs\tandt\train\3dgs_sparse\3views_random\run_report.json
tandt/train,3views_random_seed0,3,random_seed0,3000,4,success,25.04440159999649,47.37063293457032,0.0027318001724779,10059,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed0,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed0\run_report.json
tandt/train,3views_random_seed1,3,random_seed1,3000,4,success,44.8776874000032,46.31532135009766,0.0028742171358317,10938,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed1,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed1\run_report.json
tandt/train,3views_random_seed2,3,random_seed2,3000,4,success,47.9950447999945,47.946997070312506,0.0026368757244199,12470,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed2,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed2\run_report.json
tandt/train,3views_random_seed3,3,random_seed3,3000,4,success,58.73915770000167,45.04140777587891,0.0035171972587704,11584,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed3,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed3\run_report.json
tandt/train,3views_random_seed4,3,random_seed4,3000,4,success,55.78949230000581,44.66141357421876,0.0034909734036773,11032,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed4,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed4\run_report.json
tandt/train,3views_uniform,3,uniform,3000,4,success,68.97549009999784,46.37756805419922,0.0027732211630791,12194,results\method_outputs\tandt\train\3dgs_sparse\3views_uniform,results\method_outputs\tandt\train\3dgs_sparse\3views_uniform\run_report.json
tandt/train,5views_quality,5,quality,3000,4,success,81.28035010000167,37.41425323486328,0.0080414162948727,10707,results\method_outputs\tandt\train\3dgs_sparse\5views_quality,results\method_outputs\tandt\train\3dgs_sparse\5views_quality\run_report.json
tandt/train,5views_quality_diverse,5,quality_diverse,3000,4,success,90.14244840000174,38.32836532592773,0.0059144445694983,19357,results\method_outputs\tandt\train\3dgs_sparse\5views_quality_diverse,results\method_outputs\tandt\train\3dgs_sparse\5views_quality_diverse\run_report.json
tandt/train,5views_quality_image_diverse,5,quality_image_diverse,3000,4,success,83.93127029999596,42.56938934326172,0.0046934434212744,13855,results\method_outputs\tandt\train\3dgs_sparse\5views_quality_image_diverse,results\method_outputs\tandt\train\3dgs_sparse\5views_quality_image_diverse\run_report.json
tandt/train,5views_random,5,random,3000,4,success,63.98307909999858,39.66898727416992,0.0058206743560731,22172,results\method_outputs\tandt\train\3dgs_sparse\5views_random,results\method_outputs\tandt\train\3dgs_sparse\5views_random\run_report.json
tandt/train,5views_random_seed0,5,random_seed0,3000,4,success,28.527149899993677,37.054161071777344,0.0072598997503519,14593,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed0,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed0\run_report.json
tandt/train,5views_random_seed1,5,random_seed1,3000,4,success,44.24837029999617,40.42684173583984,0.0057018985971808,20559,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed1,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed1\run_report.json
tandt/train,5views_random_seed2,5,random_seed2,3000,4,success,56.97791019999568,39.37866973876953,0.004556531086564,20141,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed2,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed2\run_report.json
tandt/train,5views_random_seed3,5,random_seed3,3000,4,success,60.8559821999952,41.92933654785156,0.0044842376373708,21720,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed3,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed3\run_report.json
tandt/train,5views_random_seed4,5,random_seed4,3000,4,success,72.9898159000004,41.61163711547852,0.0050256387330591,19881,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed4,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed4\run_report.json
tandt/train,5views_uniform,5,uniform,3000,4,success,78.75219590000052,40.09588623046875,0.0053713880479335,19876,results\method_outputs\tandt\train\3dgs_sparse\5views_uniform,results\method_outputs\tandt\train\3dgs_sparse\5views_uniform\run_report.json
tandt/train,8views_quality,8,quality,3000,4,success,102.20204399999784,38.46907424926758,0.0075801718048751,14520,results\method_outputs\tandt\train\3dgs_sparse\8views_quality,results\method_outputs\tandt\train\3dgs_sparse\8views_quality\run_report.json
tandt/train,8views_quality_diverse,8,quality_diverse,3000,4,success,96.14107189999775,36.36448059082032,0.0128263923339545,31817,results\method_outputs\tandt\train\3dgs_sparse\8views_quality_diverse,results\method_outputs\tandt\train\3dgs_sparse\8views_quality_diverse\run_report.json
tandt/train,8views_quality_image_diverse,8,quality_image_diverse,3000,4,success,94.26992400000016,33.958352661132814,0.0124942937865853,18466,results\method_outputs\tandt\train\3dgs_sparse\8views_quality_image_diverse,results\method_outputs\tandt\train\3dgs_sparse\8views_quality_image_diverse\run_report.json
tandt/train,8views_random,8,random,3000,4,success,100.9824529999969,36.03564910888672,0.0117457509040832,31535,results\method_outputs\tandt\train\3dgs_sparse\8views_random,results\method_outputs\tandt\train\3dgs_sparse\8views_random\run_report.json
tandt/train,8views_random_seed0,8,random_seed0,3000,4,success,34.329349400002684,36.21639709472657,0.0095152448862791,31213,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed0,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed0\run_report.json
tandt/train,8views_random_seed1,8,random_seed1,3000,4,success,50.9009509000025,39.17257461547852,0.0083869711030274,30356,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed1,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed1\run_report.json
tandt/train,8views_random_seed2,8,random_seed2,3000,4,success,55.6144318000006,36.37809448242188,0.0096372392959892,27163,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed2,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed2\run_report.json
tandt/train,8views_random_seed3,8,random_seed3,3000,4,success,66.82254719999764,36.004406738281254,0.0096744321286678,29400,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed3,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed3\run_report.json
tandt/train,8views_random_seed4,8,random_seed4,3000,4,success,60.5752302999972,37.98497657775879,0.0086171584203839,30175,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed4,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed4\run_report.json
tandt/train,8views_uniform,8,uniform,3000,4,success,99.53722310000012,38.49233551025391,0.0081616841256618,30520,results\method_outputs\tandt\train\3dgs_sparse\8views_uniform,results\method_outputs\tandt\train\3dgs_sparse\8views_uniform\run_report.json
tandt/train,12views_quality,12,quality,3000,4,success,130.2493400999956,34.9069465637207,0.0118767755106091,20939,results\method_outputs\tandt\train\3dgs_sparse\12views_quality,results\method_outputs\tandt\train\3dgs_sparse\12views_quality\run_report.json
tandt/train,12views_quality_diverse,12,quality_diverse,3000,4,success,135.3372334999949,35.16241683959961,0.0100763441994786,40131,results\method_outputs\tandt\train\3dgs_sparse\12views_quality_diverse,results\method_outputs\tandt\train\3dgs_sparse\12views_quality_diverse\run_report.json
tandt/train,12views_quality_image_diverse,12,quality_image_diverse,3000,4,success,105.56829350000044,33.74115524291992,0.012680915929377,26572,results\method_outputs\tandt\train\3dgs_sparse\12views_quality_image_diverse,results\method_outputs\tandt\train\3dgs_sparse\12views_quality_image_diverse\run_report.json
tandt/train,12views_random,12,random,3000,4,success,120.24031000000105,36.66175079345703,0.0082803632132709,44856,results\method_outputs\tandt\train\3dgs_sparse\12views_random,results\method_outputs\tandt\train\3dgs_sparse\12views_random\run_report.json
tandt/train,12views_random_seed0,12,random_seed0,3000,4,success,45.13773080000101,35.88489303588867,0.0100574211217463,38488,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed0,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed0\run_report.json
tandt/train,12views_random_seed1,12,random_seed1,3000,4,success,63.83273389999522,38.06968994140625,0.0078622719272971,39497,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed1,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed1\run_report.json
tandt/train,12views_random_seed2,12,random_seed2,3000,4,success,71.93225869999878,35.18612365722657,0.0119270142167806,43042,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed2,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed2\run_report.json
tandt/train,12views_random_seed3,12,random_seed3,3000,4,success,62.83750089999376,35.18607025146485,0.0101662488654255,42095,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed3,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed3\run_report.json
tandt/train,12views_random_seed4,12,random_seed4,3000,4,success,75.44692140000552,34.68128128051758,0.0105823189020156,39901,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed4,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed4\run_report.json
tandt/train,12views_uniform,12,uniform,3000,4,success,119.72314159999952,35.551987457275395,0.0097929374314844,42125,results\method_outputs\tandt\train\3dgs_sparse\12views_uniform,results\method_outputs\tandt\train\3dgs_sparse\12views_uniform\run_report.json
tandt/train,20views_quality,20,quality,3000,4,success,161.0922797999956,30.046518325805664,0.020954555645585,36524,results\method_outputs\tandt\train\3dgs_sparse\20views_quality,results\method_outputs\tandt\train\3dgs_sparse\20views_quality\run_report.json
tandt/train,20views_quality_diverse,20,quality_diverse,3000,4,success,161.7742916999996,28.93409538269043,0.0225520577281713,56797,results\method_outputs\tandt\train\3dgs_sparse\20views_quality_diverse,results\method_outputs\tandt\train\3dgs_sparse\20views_quality_diverse\run_report.json
tandt/train,20views_quality_image_diverse,20,quality_image_diverse,3000,4,success,118.51419090000128,29.412850189208985,0.0209867075085639,49815,results\method_outputs\tandt\train\3dgs_sparse\20views_quality_image_diverse,results\method_outputs\tandt\train\3dgs_sparse\20views_quality_image_diverse\run_report.json
tandt/train,20views_random,20,random,3000,4,success,145.51497449999442,30.64120597839356,0.0156223464757204,63066,results\method_outputs\tandt\train\3dgs_sparse\20views_random,results\method_outputs\tandt\train\3dgs_sparse\20views_random\run_report.json
tandt/train,20views_random_seed0,20,random_seed0,3000,4,success,62.036082800004806,32.049263381958006,0.0160011200234293,58926,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed0,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed0\run_report.json
tandt/train,20views_random_seed1,20,random_seed1,3000,4,success,73.06440380000276,31.81987762451172,0.0148766223341226,52511,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed1,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed1\run_report.json
tandt/train,20views_random_seed2,20,random_seed2,3000,4,success,73.59234470000229,32.011470794677734,0.0136782847344875,56282,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed2,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed2\run_report.json
tandt/train,20views_random_seed3,20,random_seed3,3000,4,success,71.98491210000066,32.65834045410156,0.013750465773046,64556,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed3,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed3\run_report.json
tandt/train,20views_random_seed4,20,random_seed4,3000,4,success,96.62731129999884,30.358283615112303,0.0193301377817988,54711,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed4,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed4\run_report.json
tandt/train,20views_uniform,20,uniform,3000,4,success,157.16739499999676,30.9536376953125,0.0180135551840066,70183,results\method_outputs\tandt\train\3dgs_sparse\20views_uniform,results\method_outputs\tandt\train\3dgs_sparse\20views_uniform\run_report.json
tandt/truck,2views_quality,2,quality,3000,4,success,44.29747580000003,43.97024002075196,0.0019232726888731,5893,results\method_outputs\tandt\truck\3dgs_sparse\2views_quality,results\method_outputs\tandt\truck\3dgs_sparse\2views_quality\run_report.json
tandt/truck,2views_quality_diverse,2,quality_diverse,3000,4,success,48.09721680000007,48.38917617797852,0.0018555908929556,8943,results\method_outputs\tandt\truck\3dgs_sparse\2views_quality_diverse,results\method_outputs\tandt\truck\3dgs_sparse\2views_quality_diverse\run_report.json
tandt/truck,2views_quality_image_diverse,2,quality_image_diverse,3000,4,success,66.38578019999841,49.733366394042974,0.0016551662702113,7215,results\method_outputs\tandt\truck\3dgs_sparse\2views_quality_image_diverse,results\method_outputs\tandt\truck\3dgs_sparse\2views_quality_image_diverse\run_report.json
tandt/truck,2views_random,2,random,3000,4,success,29.980833099999927,49.81566162109375,0.0020291802473366,8843,results\method_outputs\tandt\truck\3dgs_sparse\2views_random,results\method_outputs\tandt\truck\3dgs_sparse\2views_random\run_report.json
tandt/truck,2views_random_seed0,2,random_seed0,3000,4,success,40.59567110000353,47.97192840576172,0.002214093087241,7138,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed0,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed0\run_report.json
tandt/truck,2views_random_seed1,2,random_seed1,3000,4,success,45.07087210000464,51.14258880615235,0.0017477351007983,10579,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed1,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed1\run_report.json
tandt/truck,2views_random_seed2,2,random_seed2,3000,4,success,62.21151159999863,48.08476028442383,0.0020966368494555,5660,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed2,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed2\run_report.json
tandt/truck,2views_random_seed3,2,random_seed3,3000,4,success,39.34674559999985,48.45711975097657,0.0020506594795733,6908,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed3,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed3\run_report.json
tandt/truck,2views_random_seed4,2,random_seed4,3000,4,success,38.77594440000394,48.06575012207031,0.0020293727982789,6925,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed4,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed4\run_report.json
tandt/truck,2views_uniform,2,uniform,3000,4,success,22.604098600000043,49.44311599731446,0.00183257071767,7612,results\method_outputs\tandt\truck\3dgs_sparse\2views_uniform,results\method_outputs\tandt\truck\3dgs_sparse\2views_uniform\run_report.json
tandt/truck,3views_quality,3,quality,3000,4,success,47.68040250000013,43.34845428466797,0.0028769933152943,7059,results\method_outputs\tandt\truck\3dgs_sparse\3views_quality,results\method_outputs\tandt\truck\3dgs_sparse\3views_quality\run_report.json
tandt/truck,3views_quality_diverse,3,quality_diverse,3000,4,success,51.40638889999991,47.6223129272461,0.0020642925519496,12113,results\method_outputs\tandt\truck\3dgs_sparse\3views_quality_diverse,results\method_outputs\tandt\truck\3dgs_sparse\3views_quality_diverse\run_report.json
tandt/truck,3views_quality_image_diverse,3,quality_image_diverse,3000,4,success,84.27933949999715,48.2632797241211,0.0021628052461892,10479,results\method_outputs\tandt\truck\3dgs_sparse\3views_quality_image_diverse,results\method_outputs\tandt\truck\3dgs_sparse\3views_quality_image_diverse\run_report.json
tandt/truck,3views_random,3,random,3000,4,success,54.92585259999987,48.13429946899414,0.0024244325002655,12878,results\method_outputs\tandt\truck\3dgs_sparse\3views_random,results\method_outputs\tandt\truck\3dgs_sparse\3views_random\run_report.json
tandt/truck,3views_random_seed0,3,random_seed0,3000,4,success,51.10663829999976,48.35136413574219,0.0021994666196405,13044,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed0,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed0\run_report.json
tandt/truck,3views_random_seed1,3,random_seed1,3000,4,success,46.46723119999661,49.41228408813477,0.0021584004629403,12536,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed1,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed1\run_report.json
tandt/truck,3views_random_seed2,3,random_seed2,3000,4,success,43.9645789999995,47.46283187866212,0.0020271431887522,10711,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed2,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed2\run_report.json
tandt/truck,3views_random_seed3,3,random_seed3,3000,4,success,38.798032099999546,47.59379425048829,0.0023918034043163,12063,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed3,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed3\run_report.json
tandt/truck,3views_random_seed4,3,random_seed4,3000,4,success,33.22721789999923,49.21922149658204,0.0019778972491621,13688,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed4,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed4\run_report.json
tandt/truck,3views_uniform,3,uniform,3000,4,success,43.87076569999999,49.05900650024415,0.0021334375720471,10371,results\method_outputs\tandt\truck\3dgs_sparse\3views_uniform,results\method_outputs\tandt\truck\3dgs_sparse\3views_uniform\run_report.json
tandt/truck,5views_quality,5,quality,3000,4,success,48.15660049999997,41.031734466552734,0.0043481322936713,10313,results\method_outputs\tandt\truck\3dgs_sparse\5views_quality,results\method_outputs\tandt\truck\3dgs_sparse\5views_quality\run_report.json
tandt/truck,5views_quality_diverse,5,quality_diverse,3000,4,success,54.68747630000007,42.96845245361328,0.0044846083037555,18766,results\method_outputs\tandt\truck\3dgs_sparse\5views_quality_diverse,results\method_outputs\tandt\truck\3dgs_sparse\5views_quality_diverse\run_report.json
tandt/truck,5views_quality_image_diverse,5,quality_image_diverse,3000,4,success,105.8684213000015,43.65068817138672,0.0039901826530694,15337,results\method_outputs\tandt\truck\3dgs_sparse\5views_quality_image_diverse,results\method_outputs\tandt\truck\3dgs_sparse\5views_quality_image_diverse\run_report.json
tandt/truck,5views_random,5,random,3000,4,success,50.02737030000026,44.11422729492188,0.0038211268838495,19208,results\method_outputs\tandt\truck\3dgs_sparse\5views_random,results\method_outputs\tandt\truck\3dgs_sparse\5views_random\run_report.json
tandt/truck,5views_random_seed0,5,random_seed0,3000,4,success,68.38699759999872,43.83091735839844,0.0038108471781015,19975,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed0,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed0\run_report.json
tandt/truck,5views_random_seed1,5,random_seed1,3000,4,success,55.6907269000003,42.79978942871094,0.0045875655487179,19873,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed1,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed1\run_report.json
tandt/truck,5views_random_seed2,5,random_seed2,3000,4,success,50.37035069999547,46.03705978393555,0.0033938391134142,19448,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed2,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed2\run_report.json
tandt/truck,5views_random_seed3,5,random_seed3,3000,4,success,40.361995500003104,41.65874481201172,0.0049437405541539,20531,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed3,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed3\run_report.json
tandt/truck,5views_random_seed4,5,random_seed4,3000,4,success,41.64202099999966,46.25201416015625,0.0031186260748654,17486,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed4,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed4\run_report.json
tandt/truck,5views_uniform,5,uniform,3000,4,success,60.00804130000006,45.2196159362793,0.0033975907135754,18790,results\method_outputs\tandt\truck\3dgs_sparse\5views_uniform,results\method_outputs\tandt\truck\3dgs_sparse\5views_uniform\run_report.json
tandt/truck,8views_quality,8,quality,3000,4,success,50.583573700000215,37.59907760620117,0.007594923954457,13783,results\method_outputs\tandt\truck\3dgs_sparse\8views_quality,results\method_outputs\tandt\truck\3dgs_sparse\8views_quality\run_report.json
tandt/truck,8views_quality_diverse,8,quality_diverse,3000,4,success,66.78761630000008,39.1076904296875,0.0065496817231178,27897,results\method_outputs\tandt\truck\3dgs_sparse\8views_quality_diverse,results\method_outputs\tandt\truck\3dgs_sparse\8views_quality_diverse\run_report.json
tandt/truck,8views_quality_image_diverse,8,quality_image_diverse,3000,4,success,102.62125580000428,37.73973541259766,0.0072362106293439,22882,results\method_outputs\tandt\truck\3dgs_sparse\8views_quality_image_diverse,results\method_outputs\tandt\truck\3dgs_sparse\8views_quality_image_diverse\run_report.json
tandt/truck,8views_random,8,random,3000,4,success,62.12852479999992,39.459468841552734,0.0068015565164387,30231,results\method_outputs\tandt\truck\3dgs_sparse\8views_random,results\method_outputs\tandt\truck\3dgs_sparse\8views_random\run_report.json
tandt/truck,8views_random_seed0,8,random_seed0,3000,4,success,65.62915760000033,38.78510284423828,0.0076940486207604,30000,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed0,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed0\run_report.json
tandt/truck,8views_random_seed1,8,random_seed1,3000,4,success,63.41860630000156,40.94747543334961,0.0057797082699835,28201,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed1,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed1\run_report.json
